x	id	Time	FoodType	RUS NAME	Голод	Жажда	Calories	Proteins	Lipids	Carbohydrates	CantEat	CannedFood	EvolvedRecipe	evo_out
1	Base.WaterSaucepanRice	80	Rice	Кастрюлька с рисом	-10		480	12	0	108			Soup:10;Stew:10;Burrito:10|Cooked	Авокадо; Арахис; Базилик; Баклажан; Баранья отбивная; Бекон; Брокколи; Бутылка майонеза; Васаби; Виноградная листва; Вяленое мясо; Горох; Горчица; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Дайкон; Жареная креветка; Жареная креветка; Жареные устрицы; Жареный тофу; Кальмар; Кетчуп; Кольца кальмара; Креветка; Кукуруза; Кукуруза; Курица; Кусочек ветчины; Кусочки бекона; Лимонная трава; Лобстер; Ломтик болонской колбасы; Ломтик салями; Ломтики бекона; Лосось; Лук-порей; Луковые кольца; Миска бобов; Морковь; Мясо кролика; Мясо маленького животного; Мясо птицы; Овощная смесь; Оливковое масло; Острый соус; Открыт. консерв. бобы; Открыт. консерв. болоньезе; Открыт. консерв. говядина; Открыт. консерв. горох; Открыт. консерв. грибной суп; Открыт. консерв. кукуруза; Открыт. консерв. морковь; Открыт. консерв. мясо с чили; Открыт. консерв. сардины; Открыт. консерв. томат; Открыт. консерв. тунец; Пепперони; Перец; Петрушка; Плавленый сыр; Подливка; Растительное масло; Речной рак; Рисовый уксус; Рыба жареная; Свиная отбивная; Сладкий перец; Соевый соус; Соленья; Соль; Сосиска; Соус маринара; Стейк; Томат; Томатная паста; Тофу; Устрицы; Филе рыбы; Хабанеро; Халапеньо; Хот-дог; Цукини; Чёрная фасоль; Черемша; Эдамаме; Яйца птиц; Яйцо
	Base.Watermelon	20	Fruits	Арбуз	-60	-140	1355	27,56	6,78	341,11	TRUE			
	Base.WatermelonSliced	20	Fruits	Ломтик арбуза	-6	-20	135,5	2,75	0,67	34,11			Salad:6;FruitSalad:6;Pancakes:6;Waffles:6;Muffin:6	
	Base.WatermelonSmashed	20	Fruits	Куски арбуза	-12	-25	271	5,51	1,35	68,2			Salad:12;FruitSalad:12;Pancakes:12;Waffles:12;Muffin:12	
	Base.WhiskeyFull	80	Liquor	Бутылка виски	-20	-20	1500	0	0	0			Beverage:4;Beverage2:4;HotDrink:4;HotDrinkRed:4;HotDrinkWhite:4;HotDrinkSpiffo:4;HotDrinkTea:4;Soup:4;Stew:4	
	Base.WildEggs	45	Egg	Яйца птиц	-7		63	5,55	4,18	0,32			Stir fry Griddle Pan:7;Stir fry:7;Roasted Vegetables:7;RicePot:7;RicePan:7;PastaPot:7;PastaPan:7	
	Base.WildGarlic2	-1	Herb	Черемша	-1		0,1	0	0	0			Pizza:1;Omelette:1;Soup:1;Stew:1;Pie:1;Stir fry Griddle Pan:1;Stir fry:1;Sandwich:1;Sandwich Baguette:1;Burger:1;Salad:1;Roasted Vegetables:1;RicePot:1;RicePan:1;PastaPot:1;PastaPan:1;Taco:1;Burrito:1;Salad:1;Toast:1	
	Base.Wine	80	Wine	Бутылка белого вина	-20	-20	481	0	0	0			Beverage:4;Beverage2:4;Soup:4;Stew:4;PastaPot:4;PastaPan:4;WineInGlass:4	
	Base.Wine2	80	Wine	Бутылка красного вина	-20	-20	510	0	0	0			Beverage:4;Beverage2:4;HotDrink:4;HotDrinkRed:4;HotDrinkWhite:4;HotDrinkSpiffo:4;HotDrinkTea:4;Soup:4;Stew:4;PastaPot:4;PastaPan:4;WineInGlass:4	
2	Base.WineInGlass			Бокал для вина										
	Base.WinterBerry	20	Berry	Падуб мутовчатый	-10	-1	23	4	0	5			Cake:10;FruitSalad:10;Pancakes:10;Waffles:10;Muffin:10;ConeIcecream:5;PieSweet:10;Oatmeal:5	
	Base.Worm			Червь	-2		3	0,5	0,1	0				
	Base.Yoghurt	120	NoExplicit	Йогурт	-10		30	5	1	1			Oatmeal:5	
	Base.Zucchini	50	Vegetables	Цукини	-10	-10	33	2,37	0,63	6,10			Pizza:10;Soup:10;Stew:10;Pie:10;Stir fry Griddle Pan:10;Stir fry:10;Salad:10;Roasted Vegetables:10;RicePot:10;RicePan:10;PastaPot:10;PastaPan:10;Sandwich:5;Sandwich Baguette:5;Omelette:5	
	farming.Bacon	240	Bacon	Бекон	-12		160	10	14	0			Pizza:12;Stew:12;Pie:12;Stir fry Griddle Pan:12;Stir fry:12;Sandwich:12|Cooked;Sandwich Baguette:12|Cooked;Burger:12|Cooked;Roasted Vegetables:12;RicePot:12;RicePan:12;PastaPot:12;PastaPan:12;Taco:12;Burrito:12	
	farming.BaconBits	240	Bacon	Кусочки бекона	-1		10	0,7	1	0			Pizza:1;Omelette:1;Stew:1;Pie:1;Stir fry Griddle Pan:1;Stir fry:1;Sandwich:1|Cooked;Sandwich Baguette:1|Cooked;Burger:1|Cooked;Salad:1|Cooked;Roasted Vegetables:1;RicePot:1;RicePan:1;PastaPot:1;PastaPan:1;Taco:1|Cooked;Burrito:1|Cooked;Toast:1|Cooked	
	farming.BaconRashers	240	Bacon	Ломтики бекона	-4		40	2,5	3,5	0			Pizza:4;Omelette:4;Stew:4;Pie:4;Stir fry Griddle Pan:4;Stir fry:4;Sandwich:4|Cooked;Sandwich Baguette:4|Cooked;Burger:4|Cooked;Salad:4|Cooked;Roasted Vegetables:4;RicePot:4;RicePan:4;PastaPot:4;PastaPan:4;Taco:4|Cooked;Burrito:4|Cooked;Toast:4|Cooked	
	farming.BloomingBroccoli	40		Посев брокколи	-10		11	0,87	0,11	2,06				
	farming.Cabbage	40	Vegetables	Капуста	-24	-10	178	9,14	0,71	41,41			Soup:12;Stew:12;Stir fry Griddle Pan:12;Stir fry:12;Sandwich:6;Sandwich Baguette:6;Burger:6;Salad:12;Roasted Vegetables:12;Taco:6;Burrito:6	
	farming.MayonnaiseFull		NoExplicit	Бутылка майонеза	-30		3000	0	330	0			Sandwich:2;Sandwich Baguette:2;Burger:2;Salad:2;RicePot:2;RicePan:2;PastaPot:2;PastaPan:2;Taco:2;Burrito:2	
	farming.MayonnaiseHalf		NoExplicit		-10								Sandwich:2;Sandwich Baguette:2;Burger:2;Salad:2;RicePot:2;RicePan:2;PastaPot:2;PastaPan:2;Taco:2;Burrito:2	
	farming.Potato	60	Vegetables	Картофель	-18	-7	70	2,88	0,15	14,52			Omelette:9;Soup:18;Stew:18;Pie:18;Stir fry Griddle Pan:18;Stir fry:18;Salad:9;Roasted Vegetables:18	
	farming.RedRadish	20	Vegetables	Редис	-3	-1	1	0	0	0,15			Soup:3;Stew:3;Stir fry Griddle Pan:3;Stir fry:3;Burger:3;Salad:3;Roasted Vegetables:3	
	farming.RemouladeFull			Бутылка ремулада	-10		150	0	50	0				
	farming.RemouladeHalf				-10									
	farming.Salad			Салат	-60									
	farming.Strewberrie	20	Berry	Клубника	-5	-1	4	0,08	0,04	0,92			Cake:5;FruitSalad:5;Pancakes:5;Waffles:5;ConeIcecream:5;Oatmeal:5;PieSweet:5;Salad:5;HotDrink:5;HotDrinkRed:5;HotDrinkWhite:5;HotDrinkSpiffo:5;HotDrinkTea:5	
	farming.Tomato	50	Vegetables	Томат	-12	-8	14	1,29	0,21	3,53			Pizza:12;Omelette:6;Soup:12;Stew:12;Pie:12;Stir fry Griddle Pan:12;Stir fry:12;Sandwich:6;Sandwich Baguette:6;Burger:6;Salad:6;Roasted Vegetables:12;RicePot:12;RicePan:12;PastaPot:12;PastaPan:12;Taco:6;Burrito:6	
